OpenJDK 64-Bit Server VM (25.202-b05) for bsd-amd64 JRE (Zulu 8.36.0.1-CA-macosx) (1.8.0_202-b05), built on Jan 29 2019 06:07:09 by "zulu_re" with gcc 4.2.1 (Based on Apple Inc. build 5658) (LLVM build 2336.11.00)
Memory: 4k page, physical 16777216k(2706936k free)

/proc/meminfo:

CommandLine flags: -XX:InitialHeapSize=268435456 -XX:MaxHeapSize=4294967296 -XX:+PrintGC -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseParallelGC 
Heap
 PSYoungGen      total 76288K, used 35657K [0x000000076ab00000, 0x0000000770000000, 0x00000007c0000000)
  eden space 65536K, 54% used [0x000000076ab00000,0x000000076cdd26e0,0x000000076eb00000)
  from space 10752K, 0% used [0x000000076f580000,0x000000076f580000,0x0000000770000000)
  to   space 10752K, 0% used [0x000000076eb00000,0x000000076eb00000,0x000000076f580000)
 ParOldGen       total 175104K, used 0K [0x00000006c0000000, 0x00000006cab00000, 0x000000076ab00000)
  object space 175104K, 0% used [0x00000006c0000000,0x00000006c0000000,0x00000006cab00000)
 Metaspace       used 7639K, capacity 8001K, committed 8192K, reserved 1056768K
  class space    used 852K, capacity 948K, committed 1024K, reserved 1048576K
711: [GC (Allocation Failure) [PSYoungGen: 132656K->1616K(141824K)] 132672K->1640K(316928K), 0.0017639 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
3.411: [GC (Allocation Failure) [PSYoungGen: 1161280K->32K(1106944K)] 1162900K->1660K(1282048K), 0.0006058 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.690: [GC (Allocation Failure) [PSYoungGen: 1106464K->96K(1057792K)] 1108092K->1724K(1232896K), 0.0005538 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.948: [GC (Allocation Failure) [PSYoungGen: 1054304K->64K(1005568K)] 1055932K->1692K(1180672K), 0.0006328 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
4.193: [GC (Allocation Failure) [PSYoungGen: 1005120K->32K(961536K)] 1006748K->1668K(1136640K), 0.0005337 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
4.424: [GC (Allocation Failure) [PSYoungGen: 957984K->32K(913920K)] 959620K->1668K(1089024K), 0.0005726 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
4.644: [GC (Allocation Failure) [PSYoungGen: 913440K->32K(873984K)] 915076K->1668K(1049088K), 0.0004952 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
4.854: [GC (Allocation Failure) [PSYoungGen: 870944K->32K(830976K)] 872580K->1668K(1006080K), 0.0006184 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.054: [GC (Allocation Failure) [PSYoungGen: 830496K->32K(794624K)] 832132K->1668K(969728K), 0.0005147 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.246: [GC (Allocation Failure) [PSYoungGen: 792096K->32K(756224K)] 793732K->1668K(931328K), 0.0005799 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.429: [GC (Allocation Failure) [PSYoungGen: 755744K->96K(723968K)] 757380K->1732K(899072K), 0.0005565 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
5.606: [GC (Allocation Failure) [PSYoungGen: 721504K->64K(689152K)] 723140K->1700K(864256K), 0.0005594 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.770: [GC (Allocation Failure) [PSYoungGen: 688704K->32K(659456K)] 690340K->1676K(834560K), 0.0005597 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
5.929: [GC (Allocation Failure) [PSYoungGen: 657440K->32K(628224K)] 659084K->1676K(803328K), 0.0006978 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
6.079: [GC (Allocation Failure) [PSYoungGen: 627744K->96K(601600K)] 629388K->1740K(776704K), 0.0005436 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
6.222: [GC (Allocation Failure) [PSYoungGen: 599648K->32K(573440K)] 601292K->1676K(748544K), 0.0005820 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
6.358: [GC (Allocation Failure) [PSYoungGen: 572960K->32K(548864K)] 574604K->1676K(723968K), 0.0005256 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
6.493: [GC (Allocation Failure) [PSYoungGen: 547360K->96K(523776K)] 549004K->1740K(698880K), 0.0005774 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
6.617: [GC (Allocation Failure) [PSYoungGen: 523360K->32K(501760K)] 525004K->1676K(676864K), 0.0005673 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
6.737: [GC (Allocation Failure) [PSYoungGen: 500256K->96K(478720K)] 501900K->1740K(653824K), 0.0005487 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
6.850: [GC (Allocation Failure) [PSYoungGen: 478304K->96K(458752K)] 479948K->1740K(633856K), 0.0005071 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
6.962: [GC (Allocation Failure) [PSYoungGen: 457312K->64K(437760K)] 458956K->1708K(612864K), 0.0005493 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
7.066: [GC (Allocation Failure) [PSYoungGen: 437312K->32K(419328K)] 438956K->1676K(594432K), 0.0004910 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
7.167: [GC (Allocation Failure) [PSYoungGen: 418336K->96K(400896K)] 419980K->1740K(576000K), 0.0005253 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
7.265: [GC (Allocation Failure) [PSYoungGen: 400480K->64K(384512K)] 402124K->1708K(559616K), 0.0005651 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
7.356: [GC (Allocation Failure) [PSYoungGen: 383552K->32K(368128K)] 385196K->1676K(543232K), 0.0005373 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
7.445: [GC (Allocation Failure) [PSYoungGen: 367648K->32K(353280K)] 369292K->1676K(528384K), 0.0010240 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
7.532: [GC (Allocation Failure) [PSYoungGen: 352288K->32K(337920K)] 353932K->1676K(513024K), 0.0010347 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
7.613: [GC (Allocation Failure) [PSYoungGen: 337440K->32K(324608K)] 339084K->1676K(499712K), 0.0006032 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
7.691: [GC (Allocation Failure) [PSYoungGen: 323616K->32K(310784K)] 325260K->1676K(485888K), 0.0005529 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
7.766: [GC (Allocation Failure) [PSYoungGen: 310304K->32K(298496K)] 311948K->1676K(473600K), 0.0005044 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
7.838: [GC (Allocation Failure) [PSYoungGen: 297504K->32K(286208K)] 299148K->1676K(461312K), 0.0010265 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
7.907: [GC (Allocation Failure) [PSYoungGen: 285728K->96K(274944K)] 287372K->1740K(450048K), 0.0005523 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
7.974: [GC (Allocation Failure) [PSYoungGen: 274528K->32K(264192K)] 276172K->1676K(439296K), 0.0005474 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
8.040: [GC (Allocation Failure) [PSYoungGen: 263712K->96K(253952K)] 265356K->1740K(429056K), 0.0005074 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
8.101: [GC (Allocation Failure) [PSYoungGen: 253536K->96K(244224K)] 255180K->1740K(419328K), 0.0005579 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
8.159: [GC (Allocation Failure) [PSYoungGen: 243808K->32K(235008K)] 245452K->1676K(410112K), 0.0005264 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
8.216: [GC (Allocation Failure) [PSYoungGen: 234528K->32K(226304K)] 236172K->1676K(401408K), 0.0005037 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
8.270: [GC (Allocation Failure) [PSYoungGen: 225824K->96K(217600K)] 227468K->1740K(392704K), 0.0005164 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
8.322: [GC (Allocation Failure) [PSYoungGen: 217184K->64K(209408K)] 218828K->1708K(384512K), 0.0005170 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
8.371: [GC (Allocation Failure) [PSYoungGen: 208960K->32K(201728K)] 210604K->1676K(376832K), 0.0005356 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
8.419: [GC (Allocation Failure) [PSYoungGen: 201248K->32K(194560K)] 202892K->1676K(369664K), 0.0005355 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
8.468: [GC (Allocation Failure) [PSYoungGen: 194080K->96K(187392K)] 195724K->1740K(362496K), 0.0005078 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
8.515: [GC (Allocation Failure) [PSYoungGen: 186976K->32K(180736K)] 188620K->1676K(355840K), 0.0005071 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
8.558: [GC (Allocation Failure) [PSYoungGen: 180256K->32K(174592K)] 181900K->1676K(349696K), 0.0005257 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
8.602: [GC (Allocation Failure) [PSYoungGen: 174112K->32K(168448K)] 175756K->1676K(343552K), 0.0005171 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
8.642: [GC (Allocation Failure) [PSYoungGen: 167968K->32K(202240K)] 169612K->1676K(377344K), 0.0005170 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
8.691: [GC (Allocation Failure) [PSYoungGen: 201760K->32K(242688K)] 203404K->1676K(417792K), 0.0005041 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
8.748: [GC (Allocation Failure) [PSYoungGen: 242208K->64K(233472K)] 243852K->1708K(408576K), 0.0005838 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
8.804: [GC (Allocation Failure) [PSYoungGen: 233024K->32K(224768K)] 234668K->1676K(399872K), 0.0005185 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
8.858: [GC (Allocation Failure) [PSYoungGen: 224288K->32K(216576K)] 225932K->1676K(391680K), 0.0005538 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
8.910: [GC (Allocation Failure) [PSYoungGen: 216096K->96K(208384K)] 217740K->1740K(383488K), 0.0005187 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
8.959: [GC (Allocation Failure) [PSYoungGen: 207968K->32K(200704K)] 209612K->1676K(375808K), 0.0005208 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.010: [GC (Allocation Failure) [PSYoungGen: 200224K->32K(193536K)] 201868K->1676K(368640K), 0.0005098 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.057: [GC (Allocation Failure) [PSYoungGen: 193056K->96K(186368K)] 194700K->1740K(361472K), 0.0005511 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
9.102: [GC (Allocation Failure) [PSYoungGen: 185952K->32K(223744K)] 187596K->1684K(398848K), 0.0006011 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
9.158: [GC (Allocation Failure) [PSYoungGen: 223264K->32K(215552K)] 224916K->1684K(390656K), 0.0005480 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.210: [GC (Allocation Failure) [PSYoungGen: 215072K->32K(207360K)] 216724K->1684K(382464K), 0.0005083 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.259: [GC (Allocation Failure) [PSYoungGen: 206880K->64K(199680K)] 208532K->1716K(374784K), 0.0005066 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.307: [GC (Allocation Failure) [PSYoungGen: 199232K->96K(192512K)] 200884K->1748K(367616K), 0.0005044 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.353: [GC (Allocation Failure) [PSYoungGen: 192096K->32K(185856K)] 193748K->1684K(360960K), 0.0005206 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.397: [GC (Allocation Failure) [PSYoungGen: 185376K->96K(179200K)] 187028K->1748K(354304K), 0.0005458 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.440: [GC (Allocation Failure) [PSYoungGen: 178784K->96K(215040K)] 180436K->1748K(390144K), 0.0005014 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.493: [GC (Allocation Failure) [PSYoungGen: 214624K->32K(206848K)] 216276K->1684K(381952K), 0.0005408 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.544: [GC (Allocation Failure) [PSYoungGen: 206368K->32K(199168K)] 208020K->1684K(374272K), 0.0005531 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
9.592: [GC (Allocation Failure) [PSYoungGen: 198688K->32K(192000K)] 200340K->1684K(367104K), 0.0005459 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
9.638: [GC (Allocation Failure) [PSYoungGen: 191520K->96K(185344K)] 193172K->1748K(360448K), 0.0005018 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.682: [GC (Allocation Failure) [PSYoungGen: 184928K->96K(178688K)] 186580K->1748K(353792K), 0.0005142 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.725: [GC (Allocation Failure) [PSYoungGen: 178272K->32K(214528K)] 179924K->1684K(389632K), 0.0005125 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.777: [GC (Allocation Failure) [PSYoungGen: 214048K->32K(206336K)] 215700K->1684K(381440K), 0.0004902 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.827: [GC (Allocation Failure) [PSYoungGen: 205856K->32K(198656K)] 207508K->1684K(373760K), 0.0005762 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.877: [GC (Allocation Failure) [PSYoungGen: 198176K->32K(191488K)] 199828K->1684K(366592K), 0.0005172 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.925: [GC (Allocation Failure) [PSYoungGen: 191008K->32K(184832K)] 192660K->1684K(359936K), 0.0005510 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.972: [GC (Allocation Failure) [PSYoungGen: 184352K->32K(178176K)] 186004K->1684K(353280K), 0.0005204 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
10.017: [GC (Allocation Failure) [PSYoungGen: 177696K->32K(214016K)] 179348K->1684K(389120K), 0.0011102 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.074: [GC (Allocation Failure) [PSYoungGen: 213536K->32K(257024K)] 215188K->1684K(432128K), 0.0005468 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.141: [GC (Allocation Failure) [PSYoungGen: 256544K->96K(308736K)] 258196K->1748K(483840K), 0.0005362 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.219: [GC (Allocation Failure) [PSYoungGen: 308320K->96K(296448K)] 309972K->1748K(471552K), 0.0005352 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
10.300: [GC (Allocation Failure) [PSYoungGen: 296032K->160K(284672K)] 297684K->1812K(459776K), 0.0005010 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.372: [GC (Allocation Failure) [PSYoungGen: 284320K->32K(273408K)] 285972K->1740K(448512K), 0.0005103 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
10.441: [GC (Allocation Failure) [PSYoungGen: 272928K->96K(262656K)] 274636K->1804K(437760K), 0.0005441 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.510: [GC (Allocation Failure) [PSYoungGen: 262240K->32K(252416K)] 263948K->1740K(427520K), 0.0005145 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
10.575: [GC (Allocation Failure) [PSYoungGen: 251936K->32K(242688K)] 253644K->1740K(417792K), 0.0005199 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.636: [GC (Allocation Failure) [PSYoungGen: 242208K->32K(233472K)] 243916K->1740K(408576K), 0.0005258 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.696: [GC (Allocation Failure) [PSYoungGen: 232992K->96K(224768K)] 234700K->1804K(399872K), 0.0005301 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.753: [GC (Allocation Failure) [PSYoungGen: 224352K->32K(216576K)] 226060K->1740K(391680K), 0.0005248 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.808: [GC (Allocation Failure) [PSYoungGen: 216096K->32K(208384K)] 217804K->1740K(383488K), 0.0005216 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
10.860: [GC (Allocation Failure) [PSYoungGen: 207904K->32K(200704K)] 209612K->1740K(375808K), 0.0005379 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.911: [GC (Allocation Failure) [PSYoungGen: 200224K->96K(193536K)] 201932K->1804K(368640K), 0.0005624 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.960: [GC (Allocation Failure) [PSYoungGen: 193120K->32K(186368K)] 194828K->1740K(361472K), 0.0005551 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.008: [GC (Allocation Failure) [PSYoungGen: 185888K->96K(179712K)] 187596K->1804K(354816K), 0.0006125 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.053: [GC (Allocation Failure) [PSYoungGen: 179296K->96K(173568K)] 181004K->1804K(348672K), 0.0005526 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.099: [GC (Allocation Failure) [PSYoungGen: 173152K->96K(208384K)] 174860K->1804K(383488K), 0.0005402 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.152: [GC (Allocation Failure) [PSYoungGen: 207968K->96K(250368K)] 209676K->1804K(425472K), 0.0005830 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
11.216: [GC (Allocation Failure) [PSYoungGen: 249952K->96K(240640K)] 251660K->1804K(415744K), 0.0005838 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.277: [GC (Allocation Failure) [PSYoungGen: 240224K->32K(288768K)] 241932K->1740K(463872K), 0.0010703 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.350: [GC (Allocation Failure) [PSYoungGen: 288288K->32K(346624K)] 289996K->1740K(521728K), 0.0005532 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.438: [GC (Allocation Failure) [PSYoungGen: 346144K->96K(332288K)] 347852K->1804K(507392K), 0.0007445 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.524: [GC (Allocation Failure) [PSYoungGen: 331872K->32K(318464K)] 333580K->1740K(493568K), 0.0006131 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.607: [GC (Allocation Failure) [PSYoungGen: 317984K->32K(305664K)] 319692K->1740K(480768K), 0.0005191 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.684: [GC (Allocation Failure) [PSYoungGen: 305184K->96K(293376K)] 306892K->1804K(468480K), 0.0005393 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.758: [GC (Allocation Failure) [PSYoungGen: 292960K->96K(281600K)] 294668K->1804K(456704K), 0.0005377 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.829: [GC (Allocation Failure) [PSYoungGen: 281184K->32K(270336K)] 282892K->1740K(445440K), 0.0005356 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.898: [GC (Allocation Failure) [PSYoungGen: 269856K->32K(259584K)] 271564K->1740K(434688K), 0.0009292 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.965: [GC (Allocation Failure) [PSYoungGen: 259104K->32K(249344K)] 260812K->1740K(424448K), 0.0005162 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.027: [GC (Allocation Failure) [PSYoungGen: 248864K->96K(239616K)] 250572K->1804K(414720K), 0.0005494 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.088: [GC (Allocation Failure) [PSYoungGen: 239200K->96K(230400K)] 240908K->1804K(405504K), 0.0005312 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.149: [GC (Allocation Failure) [PSYoungGen: 229984K->32K(276480K)] 231692K->1740K(451584K), 0.0010850 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
12.219: [GC (Allocation Failure) [PSYoungGen: 276000K->64K(265728K)] 277708K->1772K(440832K), 0.0005405 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
12.286: [GC (Allocation Failure) [PSYoungGen: 265280K->32K(255488K)] 266988K->1740K(430592K), 0.0005320 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.349: [GC (Allocation Failure) [PSYoungGen: 255008K->32K(245760K)] 256716K->1740K(420864K), 0.0005270 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
12.409: [GC (Allocation Failure) [PSYoungGen: 245280K->32K(236544K)] 246988K->1740K(411648K), 0.0005343 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
12.468: [GC (Allocation Failure) [PSYoungGen: 236064K->32K(284160K)] 237772K->1740K(459264K), 0.0012362 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
12.540: [GC (Allocation Failure) [PSYoungGen: 283680K->96K(272896K)] 285388K->1804K(448000K), 0.0005273 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.607: [GC (Allocation Failure) [PSYoungGen: 272480K->96K(262144K)] 274188K->1804K(437248K), 0.0005620 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.674: [GC (Allocation Failure) [PSYoungGen: 261728K->32K(251904K)] 263436K->1740K(427008K), 0.0005718 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.736: [GC (Allocation Failure) [PSYoungGen: 251424K->32K(242176K)] 253132K->1740K(417280K), 0.0005208 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.796: [GC (Allocation Failure) [PSYoungGen: 241696K->32K(232960K)] 243404K->1740K(408064K), 0.0005382 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.853: [GC (Allocation Failure) [PSYoungGen: 232480K->64K(224256K)] 234188K->1772K(399360K), 0.0005234 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.909: [GC (Allocation Failure) [PSYoungGen: 223808K->32K(216064K)] 225516K->1740K(391168K), 0.0005355 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.962: [GC (Allocation Failure) [PSYoungGen: 215584K->32K(207872K)] 217292K->1740K(382976K), 0.0005173 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
13.013: [GC (Allocation Failure) [PSYoungGen: 207392K->64K(200192K)] 209100K->1772K(375296K), 0.0005931 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
13.062: [GC (Allocation Failure) [PSYoungGen: 199744K->96K(193024K)] 201452K->1804K(368128K), 0.0005331 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
13.111: [GC (Allocation Failure) [PSYoungGen: 192608K->32K(185856K)] 194316K->1740K(360960K), 0.0005057 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
13.159: [GC (Allocation Failure) [PSYoungGen: 185376K->32K(179200K)] 187084K->1740K(354304K), 0.0005116 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
13.204: [GC (Allocation Failure) [PSYoungGen: 178720K->32K(173056K)] 180428K->1740K(348160K), 0.0005197 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
13.246: [GC (Allocation Failure) [PSYoungGen: 172576K->32K(166912K)] 174284K->1740K(342016K), 0.0005472 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
13.287: [GC (Allocation Failure) [PSYoungGen: 166432K->32K(200192K)] 168140K->1740K(375296K), 0.0005280 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
13.337: [GC (Allocation Failure) [PSYoungGen: 199712K->32K(240128K)] 201420K->1740K(415232K), 0.0009664 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
13.396: [GC (Allocation Failure) [PSYoungGen: 239648K->32K(288256K)] 241356K->1740K(463360K), 0.0005268 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
13.467: [GC (Allocation Failure) [PSYoungGen: 287776K->96K(346112K)] 289484K->1804K(521216K), 0.0005718 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
